Input feed cut file input-unit/svv-dual-band-2.204GHz-rhcp.cut, CF(dB)=-0.30, complex field for theta,phi degrees
    THETA    PHI        POL-1,real         POL-1,imag         POL-2,real         POL-2,imag
  170.00   185.00       2.133938E-02      -9.395968E-03      -8.415861E-02      -1.687119E-04
  171.00   185.00       1.746466E-02      -7.453206E-03      -8.970720E-02       2.406849E-03
  172.00   185.00       1.389853E-02      -5.795690E-03      -9.482698E-02       4.616408E-03
  173.00   185.00       1.068211E-02      -4.409531E-03      -9.945808E-02       6.478115E-03
  174.00   185.00       7.848363E-03      -3.279824E-03      -1.035504E-01       8.011665E-03
  175.00   185.00       5.422863E-03      -2.391933E-03      -1.070632E-01       9.236591E-03
  176.00   185.00       3.426503E-03      -1.732874E-03      -1.099736E-01       1.017086E-02
  177.00   185.00       1.867698E-03      -1.289930E-03      -1.122361E-01       1.082957E-02
  178.00   185.00       7.575608E-04      -1.054642E-03      -1.138431E-01       1.122569E-02
  179.00   185.00       9.956933E-05      -1.020134E-03      -1.147825E-01       1.136781E-02
  180.00   185.00      -1.068913E-04      -1.182064E-03      -1.150481E-01       1.126045E-02
    0.00   190.00       2.323721E+00       1.411772E+00      -8.938741E-03      -5.061192E-03
    1.00   190.00       2.322828E+00       1.411642E+00      -8.690705E-03      -4.673476E-03
    2.00   190.00       2.320068E+00       1.411172E+00      -8.580049E-03      -3.933268E-03
    3.00   190.00       2.315446E+00       1.410358E+00      -8.610439E-03      -2.840455E-03
    4.00   190.00       2.308973E+00       1.409191E+00      -8.785072E-03      -1.397610E-03
    5.00   190.00       2.300745E+00       1.407600E+00      -9.107293E-03       3.904106E-04
    6.00   190.00       2.290627E+00       1.405688E+00      -9.578253E-03       2.514457E-03
    7.00   190.00       2.278723E+00       1.403370E+00      -1.020007E-02       4.963862E-03
    8.00   190.00       2.265068E+00       1.400622E+00      -1.097357E-02       7.724643E-03
    9.00   190.00       2.249701E+00       1.397418E+00      -1.189853E-02       1.078001E-02
   10.00   190.00       2.232672E+00       1.393727E+00      -1.297345E-02       1.411050E-02
   11.00   190.00       2.214039E+00       1.389521E+00      -1.419523E-02       1.769423E-02
   12.00   190.00       2.193865E+00       1.384772E+00      -1.555880E-02       2.150720E-02
   13.00   190.00       2.172226E+00       1.379454E+00      -1.705688E-02       2.552381E-02
   14.00   190.00       2.149203E+00       1.373545E+00      -1.867967E-02       2.971742E-02
   15.00   190.00       2.124892E+00       1.367010E+00      -2.041204E-02       3.406066E-02
   16.00   190.00       2.099373E+00       1.359882E+00      -2.224479E-02       3.852753E-02
   17.00   190.00       2.072757E+00       1.352142E+00      -2.415699E-02       4.309300E-02
   18.00   190.00       2.045146E+00       1.343804E+00      -2.612914E-02       4.773443E-02
   19.00   190.00       2.016641E+00       1.334895E+00      -2.814046E-02       5.243243E-02
   20.00   190.00       1.987340E+00       1.325453E+00      -3.016999E-02       5.717153E-02
   21.00   190.00       1.957332E+00       1.315531E+00      -3.219790E-02       6.194066E-02
   22.00   190.00       1.926692E+00       1.305192E+00      -3.420702E-02       6.673311E-02
   23.00   190.00       1.895482E+00       1.294504E+00      -3.618451E-02       7.154609E-02
   24.00   190.00       1.863739E+00       1.283541E+00      -3.812340E-02       7.637962E-02
   25.00   190.00       1.831483E+00       1.272371E+00      -4.002389E-02       8.123482E-02
   26.00   190.00       1.798708E+00       1.261054E+00      -4.189409E-02       8.611163E-02
   27.00   190.00       1.765390E+00       1.249627E+00      -4.374997E-02       9.100612E-02
   28.00   190.00       1.731489E+00       1.238107E+00      -4.561439E-02       9.590761E-02
   29.00   190.00       1.696959E+00       1.226475E+00      -4.751491E-02       1.007960E-01
   30.00   190.00       1.661757E+00       1.214720E+00      -4.948613E-02       1.056443E-01
   31.00   190.00       1.625831E+00       1.202655E+00      -5.154241E-02       1.103961E-01
   32.00   190.00       1.589204E+00       1.190240E+00      -5.371317E-02       1.150024E-01
   33.00   190.00       1.551911E+00       1.177306E+00      -5.600047E-02       1.193965E-01
   34.00   190.00       1.514040E+00       1.163701E+00      -5.839404E-02       1.235063E-01
   35.00   190.00       1.475731E+00       1.149282E+00      -6.086394E-02       1.272597E-01
   36.00   190.00       1.437171E+00       1.133932E+00      -6.335970E-02       1.305918E-01
   37.00   190.00       1.398590E+00       1.117580E+00      -6.581209E-02       1.334525E-01
   38.00   190.00       1.360242E+00       1.100211E+00      -6.813779E-02       1.358136E-01
   39.00   190.00       1.322383E+00       1.081878E+00      -7.024689E-02       1.376743E-01
   40.00   190.00       1.285253E+00       1.062702E+00      -7.205256E-02       1.390639E-01
   41.00   190.00       1.249047E+00       1.042865E+00      -7.348194E-02       1.400410E-01
   42.00   190.00       1.213876E+00       1.022633E+00      -7.449208E-02       1.406921E-01
   43.00   190.00       1.179813E+00       1.002167E+00      -7.505926E-02       1.411007E-01
   44.00   190.00       1.146833E+00       9.817495E-01      -7.520802E-02       1.413716E-01
   45.00   190.00       1.114828E+00       9.615831E-01      -7.499679E-02       1.415877E-01
   46.00   190.00       1.083629E+00       9.418065E-01      -7.451296E-02       1.418039E-01
   47.00   190.00       1.053031E+00       9.224716E-01      -7.385966E-02       1.420359E-01
   48.00   190.00       1.022833E+00       9.035335E-01      -7.313823E-02       1.422561E-01
   49.00   190.00       9.928751E-01       8.848569E-01      -7.242910E-02       1.423963E-01
   50.00   190.00       9.630746E-01       8.662389E-01      -7.177495E-02       1.423597E-01
   51.00   190.00       9.334353E-01       8.474424E-01      -7.116762E-02       1.420396E-01
   52.00   190.00       9.040920E-01       8.282870E-01      -7.056341E-02       1.413424E-01
   53.00   190.00       8.752963E-01       8.085695E-01      -6.985083E-02       1.402028E-01
   54.00   190.00       8.473111E-01       7.882809E-01      -6.891666E-02       1.386168E-01
   55.00   190.00       8.204146E-01       7.675043E-01      -6.764574E-02       1.366321E-01
   56.00   190.00       7.948313E-01       7.464346E-01      -6.595163E-02       1.343468E-01
   57.00   190.00       7.706873E-01       7.253435E-01      -6.379734E-02       1.318919E-01
   58.00   190.00       7.479862E-01       7.045285E-01      -6.120562E-02       1.294046E-01
   59.00   190.00       7.266118E-01       6.842571E-01      -5.825587E-02       1.270002E-01
   60.00   190.00       7.063550E-01       6.647196E-01      -5.506767E-02       1.247474E-01
   61.00   190.00       6.869174E-01       6.459793E-01      -5.178525E-02       1.226495E-01
   62.00   190.00       6.681158E-01       6.280107E-01      -4.850346E-02       1.206557E-01
   63.00   190.00       6.497155E-01       6.106846E-01      -4.530065E-02       1.186680E-01
   64.00   190.00       6.315999E-01       5.938002E-01      -4.218167E-02       1.165712E-01
   65.00   190.00       6.137603E-01       5.771377E-01      -3.908557E-02       1.142681E-01
   66.00   190.00       5.962921E-01       5.605093E-01      -3.590218E-02       1.117132E-01
   67.00   190.00       5.793689E-01       5.438061E-01      -3.250480E-02       1.089340E-01
   68.00   190.00       5.631934E-01       5.270287E-01      -2.879172E-02       1.060331E-01
   69.00   190.00       5.479073E-01       5.102449E-01      -2.473593E-02       1.031628E-01
   70.00   190.00       5.336752E-01       4.936934E-01      -2.036934E-02       1.004982E-01
   71.00   190.00       5.204409E-01       4.775817E-01      -1.584255E-02       9.817408E-02
   72.00   190.00       5.080712E-01       4.620904E-01      -1.135855E-02       9.624290E-02
   73.00   190.00       4.963595E-01       4.473094E-01      -7.132262E-03       9.464784E-02
   74.00   190.00       4.850866E-01       4.332155E-01      -3.330184E-03       9.322593E-02
   75.00   190.00       4.740829E-01       4.196877E-01      -1.744030E-05       9.174379E-02
   76.00   190.00       4.632383E-01       4.065169E-01       2.860440E-03       8.994949E-02
   77.00   190.00       4.526515E-01       3.935663E-01       5.511347E-03       8.766937E-02
   78.00   190.00       4.423812E-01       3.807228E-01       8.191540E-03       8.483825E-02
   79.00   190.00       4.325562E-01       3.679546E-01       1.117479E-02       8.154312E-02
   80.00   190.00       4.232884E-01       3.553114E-01       1.466181E-02       7.801075E-02
   81.00   190.00       4.146361E-01       3.429000E-01       1.871321E-02       7.455578E-02
   82.00   190.00       4.065844E-01       3.308487E-01       2.321617E-02       7.149859E-02
   83.00   190.00       3.990108E-01       3.192380E-01       2.788286E-02       6.906498E-02
   84.00   190.00       3.918586E-01       3.081389E-01       3.236620E-02       6.733189E-02
   85.00   190.00       3.849244E-01       2.975371E-01       3.627425E-02       6.616451E-02
   86.00   190.00       3.780749E-01       2.873257E-01       3.933103E-02       6.524317E-02
   87.00   190.00       3.712473E-01       2.773388E-01       4.145162E-02       6.413283E-02
   88.00   190.00       3.644790E-01       2.673989E-01       4.278511E-02       6.239436E-02
   89.00   190.00       3.579052E-01       2.573782E-01       4.369445E-02       5.970806E-02
   90.00   190.00       3.516834E-01       2.472364E-01       4.466288E-02       5.596688E-02
   91.00   190.00       3.460785E-01       2.370684E-01       4.620677E-02       5.134106E-02
   92.00   190.00       3.411433E-01       2.271041E-01       4.867496E-02       4.623416E-02
   93.00   190.00       3.368366E-01       2.175862E-01       5.218195E-02       4.119140E-02
   94.00   190.00       3.329764E-01       2.087129E-01       5.655042E-02       3.675799E-02
   95.00   190.00       3.292859E-01       2.005617E-01       6.134428E-02       3.332865E-02
   96.00   190.00       3.254752E-01       1.930541E-01       6.597548E-02       3.103206E-02
   97.00   190.00       3.213289E-01       1.859706E-01       6.985761E-02       2.968389E-02
   98.00   190.00       3.167513E-01       1.789635E-01       7.255578E-02       2.880005E-02
   99.00   190.00       3.118950E-01       1.717810E-01       7.395115E-02       2.778623E-02
  100.00   190.00       3.069652E-01       1.642060E-01       7.422710E-02       2.600686E-02
  101.00   190.00       3.022810E-01       1.561765E-01       7.387329E-02       2.300586E-02
  102.00   190.00       2.981596E-01       1.478083E-01       7.355725E-02       1.862574E-02
  103.00   190.00       2.948286E-01       1.393761E-01       7.395475E-02       1.306331E-02
  104.00   190.00       2.923540E-01       1.312558E-01       7.557202E-02       6.834179E-03
  105.00   190.00       2.905763E-01       1.238163E-01       7.859636E-02       6.426919E-04
  106.00   190.00       2.892327E-01       1.173535E-01       8.287213E-02      -4.763877E-03
  107.00   190.00       2.878486E-01       1.120017E-01       8.787463E-02      -8.814764E-03
  108.00   190.00       2.859480E-01       1.076480E-01       9.286639E-02      -1.124790E-02
  109.00   190.00       2.831469E-01       1.039561E-01       9.706578E-02      -1.218463E-02
  110.00   190.00       2.792587E-01       1.004325E-01       9.983830E-02      -1.210621E-02
  111.00   190.00       2.743551E-01       9.653990E-02       1.008529E-01      -1.174029E-02
  112.00   190.00       2.687467E-01       9.184614E-02       1.001618E-01      -1.189457E-02
  113.00   190.00       2.629705E-01       8.604818E-02       9.819975E-02      -1.324053E-02
  114.00   190.00       2.576032E-01       7.922230E-02       9.566627E-02      -1.617529E-02
  115.00   190.00       2.531506E-01       7.167664E-02       9.336970E-02      -2.071873E-02
  116.00   190.00       2.499226E-01       6.393341E-02       9.203749E-02      -2.650933E-02
  117.00   190.00       2.479544E-01       5.661334E-02       9.214989E-02      -3.288726E-02
  118.00   190.00       2.469909E-01       5.029772E-02       9.383307E-02      -3.904327E-02
  119.00   190.00       2.465364E-01       4.540023E-02       9.683349E-02      -4.419738E-02
  120.00   190.00       2.459503E-01       4.210182E-02       1.005727E-01      -4.776615E-02
  121.00   190.00       2.445780E-01       4.019774E-02       1.042834E-01      -4.948598E-02
  122.00   190.00       2.419105E-01       3.932573E-02       1.071630E-01      -4.945519E-02
  123.00   190.00       2.376413E-01       3.889402E-02       1.085401E-01      -4.811111E-02
  124.00   190.00       2.317438E-01       3.823768E-02       1.080061E-01      -4.613203E-02
  125.00   190.00       2.244722E-01       3.674355E-02       1.054875E-01      -4.429667E-02
  126.00   190.00       2.163114E-01       3.396149E-02       1.012498E-01      -4.333053E-02
  127.00   190.00       2.078860E-01       2.968191E-02       9.583535E-02      -4.377023E-02
  128.00   190.00       1.998481E-01       2.396725E-02       8.995365E-02      -4.587089E-02
  129.00   190.00       1.927700E-01       1.716460E-02       8.434576E-02      -4.956798E-02
  130.00   190.00       1.870032E-01       9.719380E-03       7.965011E-02      -5.451119E-02
  131.00   190.00       1.827398E-01       2.281021E-03       7.630849E-02      -6.012601E-02
  132.00   190.00       1.798816E-01      -4.537351E-03       7.448972E-02      -6.572595E-02
  133.00   190.00       1.781102E-01      -1.021592E-02       7.408392E-02      -7.062976E-02
  134.00   190.00       1.769445E-01      -1.440478E-02       7.473588E-02      -7.426799E-02
  135.00   190.00       1.758213E-01      -1.696704E-02       7.591590E-02      -7.626305E-02
  136.00   190.00       1.741836E-01      -1.798643E-02       7.701168E-02      -7.647234E-02
  137.00   190.00       1.715603E-01      -1.774140E-02       7.742435E-02      -7.499154E-02
  138.00   190.00       1.676270E-01      -1.665324E-02       7.665318E-02      -7.212232E-02
  139.00   190.00       1.622655E-01      -1.518941E-02       7.435768E-02      -6.831025E-02
  140.00   190.00       1.554478E-01      -1.389760E-02       7.038678E-02      -6.408194E-02
  141.00   190.00       1.474335E-01      -1.319912E-02       6.479147E-02      -5.995982E-02
  142.00   190.00       1.385613E-01      -1.342150E-02       5.779263E-02      -5.639933E-02
  143.00   190.00       1.292469E-01      -1.475218E-02       4.974104E-02      -5.373971E-02
  144.00   190.00       1.199283E-01      -1.722956E-02       4.106383E-02      -5.217550E-02
  145.00   190.00       1.110153E-01      -2.075333E-02       3.220868E-02      -5.174951E-02
  146.00   190.00       1.028488E-01      -2.510977E-02       2.359325E-02      -5.236471E-02
  147.00   190.00       9.567413E-02      -3.000647E-02       1.556523E-02      -5.381073E-02
  148.00   190.00       8.962827E-02      -3.511073E-02       8.376077E-03      -5.579907E-02
  149.00   190.00       8.474093E-02      -4.008663E-02       2.169085E-03      -5.800163E-02
  150.00   190.00       8.093914E-02      -4.462184E-02      -3.021313E-03      -6.008811E-02
  151.00   190.00       7.813584E-02      -4.846245E-02      -7.248689E-03      -6.175754E-02
  152.00   190.00       7.603479E-02      -5.141638E-02      -1.064982E-02      -6.275431E-02
  153.00   190.00       7.446794E-02      -5.337599E-02      -1.341032E-02      -6.289905E-02
  154.00   190.00       7.320657E-02      -5.429648E-02      -1.574378E-02      -6.208134E-02
  155.00   190.00       7.203538E-02      -5.419768E-02      -1.786927E-02      -6.026240E-02
  156.00   190.00       7.076690E-02      -5.315270E-02      -1.999231E-02      -5.746797E-02
  157.00   190.00       6.925085E-02      -5.127452E-02      -2.229058E-02      -5.377710E-02
  158.00   190.00       6.737884E-02      -4.870209E-02      -2.490441E-02      -4.930894E-02
  159.00   190.00       6.508489E-02      -4.558735E-02      -2.793208E-02      -4.420890E-02
  160.00   190.00       6.234281E-02      -4.208394E-02      -3.142908E-02      -3.863572E-02
  161.00   190.00       5.916125E-02      -3.833817E-02      -3.541076E-02      -3.275008E-02
  162.00   190.00       5.557739E-02      -3.448252E-02      -3.985712E-02      -2.670555E-02
  163.00   190.00       5.165009E-02      -3.063137E-02      -4.471912E-02      -2.064191E-02
  164.00   190.00       4.745315E-02      -2.687900E-02      -4.992552E-02      -1.468078E-02
  165.00   190.00       4.306904E-02      -2.329925E-02      -5.538972E-02      -8.923443E-03
  166.00   190.00       3.857932E-02      -1.994118E-02      -6.101652E-02      -3.450300E-03
  167.00   190.00       3.407573E-02      -1.685218E-02      -6.670588E-02       1.677502E-03
  168.00   190.00       2.963585E-02      -1.404890E-02      -7.235958E-02       6.417731E-03
  169.00   190.00       2.533359E-02      -1.154130E-02      -7.788341E-02       1.074324E-02
  170.00   190.00       2.123489E-02      -9.329964E-03      -8.318988E-02       1.463965E-02
  171.00   190.00       1.739702E-02      -7.408731E-03      -8.819978E-02       1.810255E-02
  172.00   190.00       1.386847E-02      -5.767006E-03      -9.284305E-02       2.113485E-02
  173.00   190.00       1.068927E-02      -4.391709E-03      -9.705903E-02       2.374440E-02
  174.00   190.00       7.891515E-03      -3.268862E-03      -1.007963E-01       2.594191E-02
  175.00   190.00       5.500137E-03      -2.384814E-03      -1.040125E-01       2.773921E-02
  176.00   190.00       3.535220E-03      -1.727599E-03      -1.066831E-01       2.914958E-02
  177.00   190.00       2.005636E-03      -1.285453E-03      -1.087615E-01       3.017926E-02
  178.00   190.00       9.217308E-04      -1.050848E-03      -1.102386E-01       3.083895E-02
  179.00   190.00       2.867835E-04      -1.017773E-03      -1.111019E-01       3.113413E-02
  180.00   190.00       9.999595E-05      -1.182668E-03      -1.113449E-01       3.106727E-02
    0.00   195.00       2.323721E+00       1.411772E+00      -8.938741E-03      -5.061192E-03
    1.00   195.00       2.322786E+00       1.411668E+00      -8.651526E-03      -4.678183E-03
    2.00   195.00       2.319984E+00       1.411225E+00      -8.438321E-03      -3.922189E-03
    3.00   195.00       2.315319E+00       1.410436E+00      -8.303243E-03      -2.792978E-03
    4.00   195.00       2.308803E+00       1.409291E+00      -8.250426E-03      -1.293161E-03
    5.00   195.00       2.300532E+00       1.407719E+00      -8.284540E-03       5.722131E-04
    6.00   195.00       2.290371E+00       1.405821E+00      -8.408719E-03       2.793598E-03
    7.00   195.00       2.278424E+00       1.403513E+00      -8.627300E-03       5.359747E-03
    8.00   195.00       2.264727E+00       1.400770E+00      -8.943733E-03       8.255877E-03
    9.00   195.00       2.249320E+00       1.397563E+00      -9.360753E-03       1.146417E-02
   10.00   195.00       2.232255E+00       1.393863E+00      -9.880032E-03       1.496390E-02
   11.00   195.00       2.213587E+00       1.389641E+00      -1.050179E-02       1.873168E-02
   12.00   195.00       2.193386E+00       1.384869E+00      -1.122437E-02       2.274181E-02
   13.00   195.00       2.171725E+00       1.379520E+00      -1.204384E-02       2.696679E-02
   14.00   195.00       2.148688E+00       1.373575E+00      -1.295367E-02       3.137796E-02
   15.00   195.00       2.124366E+00       1.367019E+00      -1.394445E-02       3.594635E-02
   16.00   195.00       2.098862E+00       1.359828E+00      -1.500169E-02       4.064294E-02
   17.00   195.00       2.072265E+00       1.352043E+00      -1.611514E-02       4.544179E-02
   18.00   195.00       2.044685E+00       1.343661E+00      -1.726473E-02       5.031865E-02
   19.00   195.00       2.016225E+00       1.334711E+00      -1.843166E-02       5.525324E-02
   20.00   195.00       1.986981E+00       1.325236E+00      -1.959683E-02       6.022985E-02
   21.00   195.00       1.957040E+00       1.315291E+00      -2.074231E-02       6.523791E-02
   22.00   195.00       1.926477E+00       1.304941E+00      -2.185310E-02       7.027203E-02
   23.00   195.00       1.895348E+00       1.294258E+00      -2.291905E-02       7.533155E-02
   24.00   195.00       1.863690E+00       1.283316E+00      -2.393671E-02       8.041928E-02
   25.00   195.00       1.831514E+00       1.272185E+00      -2.491088E-02       8.553960E-02
   26.00   195.00       1.798813E+00       1.260922E+00      -2.585555E-02       9.069579E-02
   27.00   195.00       1.765556E+00       1.249565E+00      -2.679401E-02       9.588693E-02
   28.00   195.00       1.731700E+00       1.238125E+00      -2.775776E-02       1.011044E-01
   29.00   195.00       1.697196E+00       1.226580E+00      -2.878418E-02       1.063289E-01
   30.00   195.00       1.661995E+00       1.214912E+00      -2.991675E-02       1.115324E-01
   31.00   195.00       1.626055E+00       1.202951E+00      -3.118719E-02       1.166552E-01
   32.00   195.00       1.589388E+00       1.190579E+00      -3.262192E-02       1.216411E-01
   33.00   195.00       1.552044E+00       1.177697E+00      -3.424266E-02       1.264152E-01
   34.00   195.00       1.514113E+00       1.164123E+00      -3.604046E-02       1.308951E-01
   35.00   195.00       1.475740E+00       1.149711E+00      -3.798745E-02       1.349971E-01
   36.00   195.00       1.437122E+00       1.134346E+00      -4.003145E-02       1.386452E-01
   37.00   195.00       1.398494E+00       1.117959E+00      -4.209776E-02       1.417790E-01
   38.00   195.00       1.360115E+00       1.100542E+00      -4.409436E-02       1.443631E-01
   39.00   195.00       1.322245E+00       1.082153E+00      -4.592043E-02       1.463934E-01
   40.00   195.00       1.285124E+00       1.062921E+00      -4.747755E-02       1.479001E-01
   41.00   195.00       1.248945E+00       1.043033E+00      -4.868228E-02       1.489473E-01
   42.00   195.00       1.213809E+00       1.022764E+00      -4.948232E-02       1.496317E-01
   43.00   195.00       1.179790E+00       1.002274E+00      -4.985357E-02       1.500486E-01
   44.00   195.00       1.146854E+00       9.818484E-01      -4.982049E-02       1.503158E-01
   45.00   195.00       1.114887E+00       9.616872E-01      -4.944828E-02       1.505278E-01
   46.00   195.00       1.083714E+00       9.419244E-01      -4.883561E-02       1.507475E-01
   47.00   195.00       1.053129E+00       9.226057E-01      -4.809976E-02       1.509938E-01
   48.00   195.00       1.022933E+00       9.036799E-01      -4.735671E-02       1.512355E-01
   49.00   195.00       9.929672E-01       8.850066E-01      -4.669939E-02       1.513946E-01
   50.00   195.00       9.631576E-01       8.663805E-01      -4.617824E-02       1.513591E-01
   51.00   195.00       9.335327E-01       8.475715E-01      -4.578841E-02       1.510044E-01
   52.00   195.00       9.041690E-01       8.283833E-01      -4.547060E-02       1.502202E-01
   53.00   195.00       8.753928E-01       8.086407E-01      -4.511010E-02       1.489237E-01
   54.00   195.00       8.474393E-01       7.883373E-01      -4.456932E-02       1.471032E-01
   55.00   195.00       8.205804E-01       7.675635E-01      -4.371063E-02       1.448058E-01
   56.00   195.00       7.950304E-01       7.465173E-01      -4.242621E-02       1.421377E-01
   57.00   195.00       7.709038E-01       7.254682E-01      -4.066235E-02       1.392454E-01
   58.00   195.00       7.481947E-01       7.047047E-01      -3.843259E-02       1.362867E-01
   59.00   195.00       7.267828E-01       6.844805E-01      -3.581585E-02       1.333984E-01
   60.00   195.00       7.064626E-01       6.649708E-01      -3.293947E-02       1.306679E-01
   61.00   195.00       6.869427E-01       6.462244E-01      -2.996116E-02       1.281143E-01
   62.00   195.00       6.680658E-01       6.282102E-01      -2.699438E-02       1.256883E-01
   63.00   195.00       6.496142E-01       6.108048E-01      -2.413304E-02       1.232913E-01
   64.00   195.00       6.314875E-01       5.938219E-01      -2.139511E-02       1.207991E-01
   65.00   195.00       6.136842E-01       5.770635E-01      -1.872726E-02       1.181015E-01
   66.00   195.00       5.962954E-01       5.603658E-01      -1.602063E-02       1.151383E-01
   67.00   195.00       5.794782E-01       5.436400E-01      -1.314375E-02       1.119230E-01
   68.00   195.00       5.634103E-01       5.268965E-01      -9.985007E-03       1.085470E-01
   69.00   195.00       5.482015E-01       5.101983E-01      -6.503555E-03       1.051582E-01
   70.00   195.00       5.339979E-01       4.937656E-01      -2.717508E-03       1.019261E-01
   71.00   195.00       5.207288E-01       4.777790E-01       1.238783E-03       9.899071E-02
   72.00   195.00       5.082635E-01       4.623865E-01       5.175906E-03       9.641319E-02
   73.00   195.00       4.964137E-01       4.476494E-01       8.889134E-03       9.414980E-02
   74.00   195.00       4.849921E-01       4.335276E-01       1.221739E-02       9.205373E-02
   75.00   195.00       4.738666E-01       4.199010E-01       1.509513E-02       8.990913E-02
   76.00   195.00       4.629599E-01       4.065815E-01       1.756961E-02       8.748336E-02
   77.00   195.00       4.523941E-01       3.934616E-01       1.983526E-02       8.461327E-02
   78.00   195.00       4.422239E-01       3.804786E-01       2.213082E-02       8.124154E-02
   79.00   195.00       4.325584E-01       3.676372E-01       2.470925E-02       7.745589E-02
   80.00   195.00       4.234690E-01       3.550102E-01       2.775144E-02       7.347378E-02
   81.00   195.00       4.149654E-01       3.427038E-01       3.130344E-02       6.959169E-02
   82.00   195.00       4.069903E-01       3.308201E-01       3.524730E-02       6.610566E-02
   83.00   195.00       3.993983E-01       3.193961E-01       3.930248E-02       6.321877E-02
   84.00   195.00       3.921316E-01       3.084447E-01       4.314012E-02       6.098293E-02
   85.00   195.00       3.850214E-01       2.979099E-01       4.639768E-02       5.925573E-02
   86.00   195.00       3.779848E-01       2.876620E-01       4.883056E-02       5.772298E-02
   87.00   195.00       3.710153E-01       2.775421E-01       5.038004E-02       5.597047E-02
   88.00   195.00       3.641954E-01       2.674081E-01       5.120884E-02       5.359116E-02
   89.00   195.00       3.576813E-01       2.571872E-01       5.167635E-02       5.030106E-02
   90.00   195.00       3.516226E-01       2.469001E-01       5.224477E-02       4.602516E-02
   91.00   195.00       3.462377E-01       2.366827E-01       5.339659E-02       4.094733E-02
   92.00   195.00       3.415268E-01       2.267864E-01       5.544387E-02       3.547039E-02
   93.00   195.00       3.373883E-01       2.174418E-01       5.846932E-02       3.011951E-02
   94.00   195.00       3.335940E-01       2.088053E-01       6.227791E-02       2.540670E-02
   95.00   195.00       3.298480E-01       2.008951E-01       6.643454E-02       2.168906E-02
   96.00   195.00       3.258740E-01       1.935713E-01       7.037075E-02       1.906299E-02
   97.00   195.00       3.214996E-01       1.865676E-01       7.353307E-02       1.732571E-02
   98.00   195.00       3.166915E-01       1.795211E-01       7.552126E-02       1.599692E-02
   99.00   195.00       3.116599E-01       1.721891E-01       7.625159E-02       1.449428E-02
  100.00   195.00       3.066601E-01       1.644013E-01       7.592507E-02       1.221544E-02
  101.00   195.00       3.020289E-01       1.561585E-01       7.503230E-02       8.739013E-03
  102.00   195.00       2.980669E-01       1.476393E-01       7.422498E-02       3.936556E-03
  103.00   195.00       2.949552E-01       1.391645E-01       7.415207E-02      -1.979261E-03
  104.00   195.00       2.926974E-01       1.311291E-01       7.529035E-02      -8.493994E-03
  105.00   195.00       2.910726E-01       1.238804E-01       7.780447E-02      -1.491490E-02
  106.00   195.00       2.897671E-01       1.176663E-01       8.152912E-02      -2.052246E-02
  107.00   195.00       2.882963E-01       1.125598E-01       8.594449E-02      -2.476775E-02
  108.00   195.00       2.862026E-01       1.083873E-01       9.032951E-02      -2.740433E-02
  109.00   195.00       2.831475E-01       1.047704E-01       9.392383E-02      -2.855692E-02
  110.00   195.00       2.790038E-01       1.012011E-01       9.611144E-02      -2.869789E-02
  111.00   195.00       2.739005E-01       9.715881E-02       9.657083E-02      -2.853798E-02
  112.00   195.00       2.681926E-01       9.225389E-02       9.535042E-02      -2.886532E-02
  113.00   195.00       2.624237E-01       8.623773E-02       9.287436E-02      -3.034143E-02
  114.00   195.00       2.571627E-01       7.923916E-02       8.982491E-02      -3.336118E-02
  115.00   195.00       2.528791E-01       7.160623E-02       8.699579E-02      -3.795448E-02
  116.00   195.00       2.498332E-01       6.387818E-02       8.510868E-02      -4.377846E-02
  117.00   195.00       2.480098E-01       5.666715E-02       8.465082E-02      -5.019439E-02
  118.00   195.00       2.471145E-01       5.052361E-02       8.576795E-02      -5.640905E-02
  119.00   195.00       2.466322E-01       4.581643E-02       8.823477E-02      -6.164693E-02
  120.00   195.00       2.459291E-01       4.267834E-02       9.150224E-02      -6.531293E-02
  121.00   195.00       2.443691E-01       4.086747E-02       9.482626E-02      -6.711910E-02
  122.00   195.00       2.414870E-01       3.999644E-02       9.741333E-02      -6.712808E-02
  123.00   195.00       2.370215E-01       3.947189E-02       9.858363E-02      -6.573929E-02
  124.00   195.00       2.309857E-01       3.864765E-02       9.790228E-02      -6.359980E-02
  125.00   195.00       2.236605E-01       3.694453E-02       9.525653E-02      -6.147173E-02
  126.00   195.00       2.155389E-01       3.395357E-02       9.086721E-02      -6.008376E-02
  127.00   195.00       2.072350E-01       2.950466E-02       8.523664E-02      -5.999633E-02
  128.00   195.00       1.993747E-01       2.369014E-02       7.904725E-02      -6.150542E-02
  129.00   195.00       1.924908E-01       1.686612E-02       7.303079E-02      -6.459580E-02
  130.00   195.00       1.869090E-01       9.491257E-03       6.784593E-02      -6.897100E-02
  131.00   195.00       1.827796E-01       2.188093E-03       6.396634E-02      -7.409632E-02
  132.00   195.00       1.799857E-01      -4.455483E-03       6.161268E-02      -7.931039E-02
  133.00   195.00       1.782007E-01      -9.952071E-03       6.073237E-02      -8.393472E-02
  134.00   195.00       1.769489E-01      -1.398343E-02       6.102456E-02      -8.738012E-02
  135.00   195.00       1.756846E-01      -1.643841E-02       6.200220E-02      -8.922991E-02
  136.00   195.00       1.738754E-01      -1.741689E-02       6.307742E-02      -8.928938E-02
  137.00   195.00       1.710783E-01      -1.720229E-02       6.365416E-02      -8.759727E-02
