Input feed cut file input-unit/svv-dual-band-2.204GHz-rhcp.cut, CF(dB)=-0.30, complex field for theta,phi degrees
    THETA    PHI        POL-1,real         POL-1,imag         POL-2,real         POL-2,imag
  164.00    95.00       4.886825E-02      -3.163839E-02       4.619466E-02       3.247855E-02
  165.00    95.00       4.511978E-02      -2.760471E-02       5.153309E-02       2.713399E-02
  166.00    95.00       4.112876E-02      -2.370208E-02       5.718153E-02       2.197893E-02
  167.00    95.00       3.698176E-02      -2.001293E-02       6.303306E-02       1.710357E-02
  168.00    95.00       3.276162E-02      -1.658288E-02       6.897696E-02       1.257380E-02
  169.00    95.00       2.855168E-02      -1.344702E-02       7.490220E-02       8.434510E-03
  170.00    95.00       2.443095E-02      -1.062604E-02       8.070214E-02       4.711841E-03
  171.00    95.00       2.047202E-02      -8.128856E-03       8.627756E-02       1.416285E-03
  172.00    95.00       1.673969E-02      -5.955217E-03       9.153876E-02      -1.454080E-03
  173.00    95.00       1.329032E-02      -4.098119E-03       9.640662E-02      -3.910475E-03
  174.00    95.00       1.017174E-02      -2.545998E-03       1.008131E-01      -5.970571E-03
  175.00    95.00       7.423409E-03      -1.284594E-03       1.047009E-01      -7.655983E-03
  176.00    95.00       5.079024E-03      -2.990420E-04       1.080332E-01      -8.990237E-03
  177.00    95.00       3.158145E-03       4.274181E-04       1.107523E-01      -9.996161E-03
  178.00    95.00       1.681928E-03       9.082293E-04       1.128404E-01      -1.069695E-02
  179.00    95.00       6.625298E-04       1.156215E-03       1.142768E-01      -1.111271E-02
  180.00    95.00       1.068913E-04       1.182064E-03       1.150481E-01      -1.126045E-02
    0.00   100.00       2.323721E+00       1.411772E+00      -8.938741E-03      -5.061192E-03
    1.00   100.00       2.323265E+00       1.411293E+00      -8.951170E-03      -5.076616E-03
    2.00   100.00       2.320945E+00       1.410479E+00      -8.793009E-03      -5.448768E-03
    3.00   100.00       2.316769E+00       1.409334E+00      -8.467824E-03      -6.178141E-03
    4.00   100.00       2.310749E+00       1.407857E+00      -7.979806E-03      -7.262370E-03
    5.00   100.00       2.302984E+00       1.405985E+00      -7.333801E-03      -8.696377E-03
    6.00   100.00       2.293340E+00       1.403829E+00      -6.534500E-03      -1.047234E-02
    7.00   100.00       2.281919E+00       1.401315E+00      -5.587753E-03      -1.257996E-02
    8.00   100.00       2.268752E+00       1.398425E+00      -4.499667E-03      -1.500669E-02
    9.00   100.00       2.253877E+00       1.395140E+00      -3.276930E-03      -1.773791E-02
   10.00   100.00       2.237333E+00       1.391439E+00      -1.926906E-03      -2.075720E-02
   11.00   100.00       2.219169E+00       1.387300E+00      -4.577280E-04      -2.404663E-02
   12.00   100.00       2.199439E+00       1.382698E+00       1.121614E-03      -2.758708E-02
   13.00   100.00       2.178201E+00       1.377609E+00       2.801223E-03      -3.135868E-02
   14.00   100.00       2.155521E+00       1.372012E+00       4.570294E-03      -3.534119E-02
   15.00   100.00       2.131479E+00       1.365866E+00       6.414419E-03      -3.951393E-02
   16.00   100.00       2.106135E+00       1.359195E+00       8.327464E-03      -4.385821E-02
   17.00   100.00       2.079581E+00       1.351966E+00       1.029336E-02      -4.835545E-02
   18.00   100.00       2.051905E+00       1.344172E+00       1.229972E-02      -5.298881E-02
   19.00   100.00       2.023195E+00       1.335816E+00       1.433498E-02      -5.774336E-02
   20.00   100.00       1.993542E+00       1.326906E+00       1.638913E-02      -6.260621E-02
   21.00   100.00       1.963033E+00       1.317461E+00       1.845467E-02      -6.756645E-02
   22.00   100.00       1.931754E+00       1.307508E+00       2.052753E-02      -7.261477E-02
   23.00   100.00       1.899783E+00       1.297080E+00       2.260807E-02      -7.774268E-02
   24.00   100.00       1.867187E+00       1.286216E+00       2.470179E-02      -8.294139E-02
   25.00   100.00       1.834025E+00       1.274958E+00       2.681979E-02      -8.820023E-02
   26.00   100.00       1.800341E+00       1.263348E+00       2.897875E-02      -9.350479E-02
   27.00   100.00       1.766166E+00       1.251420E+00       3.120021E-02      -9.883484E-02
   28.00   100.00       1.731520E+00       1.239200E+00       3.350915E-02      -1.041623E-01
   29.00   100.00       1.696416E+00       1.226701E+00       3.593157E-02      -1.094493E-01
   30.00   100.00       1.660862E+00       1.213959E+00       3.849669E-02      -1.146518E-01
   31.00   100.00       1.624847E+00       1.200851E+00       4.121102E-02      -1.196981E-01
   32.00   100.00       1.588413E+00       1.187418E+00       4.409293E-02      -1.245261E-01
   33.00   100.00       1.551590E+00       1.173575E+00       4.713166E-02      -1.290581E-01
   34.00   100.00       1.514434E+00       1.159257E+00       5.030286E-02      -1.332134E-01
   35.00   100.00       1.477026E+00       1.144399E+00       5.356173E-02      -1.369139E-01
   36.00   100.00       1.439467E+00       1.128943E+00       5.684232E-02      -1.400904E-01
   37.00   100.00       1.401882E+00       1.112846E+00       6.005912E-02      -1.426902E-01
   38.00   100.00       1.364408E+00       1.096090E+00       6.311130E-02      -1.446842E-01
   39.00   100.00       1.327190E+00       1.078683E+00       6.588959E-02      -1.460732E-01
   40.00   100.00       1.290367E+00       1.060662E+00       6.828566E-02      -1.468912E-01
   41.00   100.00       1.254069E+00       1.042094E+00       7.020311E-02      -1.472064E-01
   42.00   100.00       1.218379E+00       1.023107E+00       7.157471E-02      -1.471220E-01
   43.00   100.00       1.183393E+00       1.003717E+00       7.235330E-02      -1.467470E-01
   44.00   100.00       1.149158E+00       9.840736E-01       7.254534E-02      -1.462217E-01
   45.00   100.00       1.115686E+00       9.642768E-01       7.220023E-02      -1.456732E-01
   46.00   100.00       1.082959E+00       9.444078E-01       7.141018E-02      -1.452074E-01
   47.00   100.00       1.050939E+00       9.245181E-01       7.030098E-02      -1.448933E-01
   48.00   100.00       1.019583E+00       9.046232E-01       6.901640E-02      -1.447506E-01
   49.00   100.00       9.888588E-01       8.847028E-01       6.769817E-02      -1.447455E-01
   50.00   100.00       9.587651E-01       8.647102E-01       6.646438E-02      -1.447932E-01
   51.00   100.00       9.293223E-01       8.445845E-01       6.538793E-02      -1.447707E-01
   52.00   100.00       9.006155E-01       8.243163E-01       6.449968E-02      -1.445372E-01
   53.00   100.00       8.727873E-01       8.038432E-01       6.374281E-02      -1.439506E-01
   54.00   100.00       8.459467E-01       7.832453E-01       6.302757E-02      -1.429102E-01
   55.00   100.00       8.201973E-01       7.626302E-01       6.222172E-02      -1.413601E-01
   56.00   100.00       7.955949E-01       7.421498E-01       6.117951E-02      -1.393062E-01
   57.00   100.00       7.721284E-01       7.219739E-01       5.976842E-02      -1.368160E-01
   58.00   100.00       7.497155E-01       7.022564E-01       5.789378E-02      -1.340079E-01
   59.00   100.00       7.282165E-01       6.831041E-01       5.551650E-02      -1.310299E-01
   60.00   100.00       7.074608E-01       6.645556E-01       5.265998E-02      -1.280333E-01
   61.00   100.00       6.872407E-01       6.465536E-01       4.941601E-02      -1.251406E-01
   62.00   100.00       6.674964E-01       6.289991E-01       4.588458E-02      -1.224338E-01
   63.00   100.00       6.481286E-01       6.117440E-01       4.220911E-02      -1.199340E-01
   64.00   100.00       6.291461E-01       5.946198E-01       3.850793E-02      -1.176036E-01
   65.00   100.00       6.106373E-01       5.774790E-01       3.485834E-02      -1.153631E-01
   66.00   100.00       5.927572E-01       5.602311E-01       3.128197E-02      -1.131176E-01
   67.00   100.00       5.756974E-01       5.428723E-01       2.774557E-02      -1.107878E-01
   68.00   100.00       5.596409E-01       5.255011E-01       2.417837E-02      -1.083370E-01
   69.00   100.00       5.446803E-01       5.082647E-01       2.051238E-02      -1.057796E-01
   70.00   100.00       5.309097E-01       4.914572E-01       1.667473E-02      -1.031916E-01
   71.00   100.00       5.181922E-01       4.753133E-01       1.267511E-02      -1.006739E-01
   72.00   100.00       5.063116E-01       4.600128E-01       8.576588E-03      -9.832163E-02
   73.00   100.00       4.949829E-01       4.456184E-01       4.495260E-03      -9.618839E-02
   74.00   100.00       4.839211E-01       4.320544E-01       5.703029E-04      -9.425901E-02
   75.00   100.00       4.729107E-01       4.191255E-01      -3.077449E-03      -9.244313E-02
   76.00   100.00       4.618236E-01       4.065324E-01      -6.375911E-03      -9.058298E-02
   77.00   100.00       4.507764E-01       3.940420E-01      -9.371204E-03      -8.851810E-02
   78.00   100.00       4.398846E-01       3.814530E-01      -1.216948E-02      -8.610469E-02
   79.00   100.00       4.293708E-01       3.686708E-01      -1.495581E-02      -8.327702E-02
   80.00   100.00       4.194663E-01       3.557248E-01      -1.793722E-02      -8.007667E-02
   81.00   100.00       4.103548E-01       3.427561E-01      -2.128330E-02      -7.665642E-02
   82.00   100.00       4.021269E-01       3.299834E-01      -2.506894E-02      -7.325216E-02
   83.00   100.00       3.947188E-01       3.176237E-01      -2.922202E-02      -7.011745E-02
   84.00   100.00       3.880651E-01       3.059049E-01      -3.357483E-02      -6.747411E-02
   85.00   100.00       3.818786E-01       2.949567E-01      -3.781756E-02      -6.541585E-02
   86.00   100.00       3.758783E-01       2.847664E-01      -4.162388E-02      -6.387465E-02
   87.00   100.00       3.698185E-01       2.751837E-01      -4.472669E-02      -6.261558E-02
   88.00   100.00       3.635598E-01       2.659555E-01      -4.700240E-02      -6.128191E-02
   89.00   100.00       3.571127E-01       2.567974E-01      -4.852352E-02      -5.948175E-02
   90.00   100.00       3.505988E-01       2.474635E-01      -4.954991E-02      -5.688737E-02
   91.00   100.00       3.443534E-01       2.378442E-01      -5.051438E-02      -5.335177E-02
   92.00   100.00       3.385964E-01       2.280188E-01      -5.185897E-02      -4.894822E-02
   93.00   100.00       3.335143E-01       2.181790E-01      -5.395644E-02      -4.397460E-02
   94.00   100.00       3.291571E-01       2.085922E-01      -5.699159E-02      -3.888996E-02
   95.00   100.00       3.254219E-01       1.995170E-01      -6.089825E-02      -3.420171E-02
   96.00   100.00       3.220835E-01       1.911275E-01      -6.536097E-02      -3.033268E-02
   97.00   100.00       3.188558E-01       1.834650E-01      -6.988436E-02      -2.750360E-02
   98.00   100.00       3.154458E-01       1.763811E-01      -7.390537E-02      -2.563950E-02
   99.00   100.00       3.117272E-01       1.697032E-01      -7.697962E-02      -2.444595E-02
  100.00   100.00       3.076130E-01       1.631430E-01      -7.884651E-02      -2.338745E-02
  101.00   100.00       3.031956E-01       1.564267E-01      -7.954904E-02      -2.187077E-02
  102.00   100.00       2.986953E-01       1.493644E-01      -7.942684E-02      -1.938965E-02
  103.00   100.00       2.944070E-01       1.419071E-01      -7.904048E-02      -1.566531E-02
  104.00   100.00       2.906200E-01       1.341735E-01      -7.903291E-02      -1.073335E-02
  105.00   100.00       2.875046E-01       1.264133E-01      -7.995276E-02      -4.940813E-03
  106.00   100.00       2.851541E-01       1.189804E-01      -8.214198E-02       1.101331E-03
  107.00   100.00       2.833845E-01       1.122382E-01      -8.558342E-02       6.696673E-03
  108.00   100.00       2.818683E-01       1.064237E-01      -8.992625E-02       1.122217E-02
  109.00   100.00       2.801826E-01       1.015884E-01      -9.455330E-02       1.429104E-02
  110.00   100.00       2.779159E-01       9.756906E-02      -9.872751E-02       1.585618E-02
  111.00   100.00       2.747774E-01       9.401638E-02      -1.017713E-01       1.622910E-02
  112.00   100.00       2.706602E-01       9.049290E-02      -1.032312E-01       1.601810E-02
  113.00   100.00       2.657278E-01       8.649163E-02      -1.030003E-01       1.596070E-02
  114.00   100.00       2.603172E-01       8.172800E-02      -1.013333E-01       1.677067E-02
  115.00   100.00       2.548870E-01       7.607278E-02      -9.879654E-02       1.895695E-02
  116.00   100.00       2.499080E-01       6.963259E-02      -9.613405E-02       2.270239E-02
  117.00   100.00       2.457512E-01       6.272819E-02      -9.409485E-02       2.781864E-02
  118.00   100.00       2.425999E-01       5.582402E-02      -9.326003E-02       3.378702E-02
  119.00   100.00       2.404046E-01       4.942625E-02      -9.391015E-02       3.987419E-02
  120.00   100.00       2.388836E-01       4.399784E-02      -9.595812E-02       4.529409E-02
  121.00   100.00       2.375803E-01       3.974521E-02      -9.897815E-02       4.938264E-02
  122.00   100.00       2.359824E-01       3.676065E-02      -1.022879E-01       5.173204E-02
  123.00   100.00       2.335843E-01       3.485760E-02      -1.050971E-01       5.228026E-02
  124.00   100.00       2.300079E-01       3.364798E-02      -1.066722E-01       5.131788E-02
  125.00   100.00       2.250763E-01       3.261701E-02      -1.064833E-01       4.942384E-02
  126.00   100.00       2.188490E-01       3.122172E-02      -1.043071E-01       4.734481E-02
  127.00   100.00       2.116092E-01       2.899334E-02      -1.002631E-01       4.584576E-02
  128.00   100.00       2.038114E-01       2.562365E-02      -9.478387E-02       4.556293E-02
  129.00   100.00       1.960022E-01       2.104975E-02      -8.852599E-02       4.688505E-02
  130.00   100.00       1.886741E-01       1.534148E-02      -8.223982E-02       4.989864E-02
  131.00   100.00       1.822931E-01       8.870579E-03      -7.664647E-02       5.436946E-02
  132.00   100.00       1.771132E-01       2.110052E-03      -7.229978E-02       5.980029E-02
  133.00   100.00       1.731829E-01      -4.409020E-03      -6.950719E-02       6.552391E-02
  134.00   100.00       1.703421E-01      -1.018716E-02      -6.828965E-02       7.081873E-02
  135.00   100.00       1.682570E-01      -1.483413E-02      -6.839257E-02       7.502565E-02
  136.00   100.00       1.664800E-01      -1.812409E-02      -6.934037E-02       7.764615E-02
  137.00   100.00       1.645238E-01      -2.002117E-02      -7.052136E-02       7.840745E-02
  138.00   100.00       1.619369E-01      -2.067390E-02      -7.128623E-02       7.728775E-02
  139.00   100.00       1.583914E-01      -2.035335E-02      -7.104375E-02       7.449867E-02
  140.00   100.00       1.536058E-01      -1.950667E-02      -6.933409E-02       7.044854E-02
  141.00   100.00       1.475802E-01      -1.855358E-02      -6.589150E-02       6.566357E-02
  142.00   100.00       1.404237E-01      -1.790807E-02      -6.065499E-02       6.071274E-02
  143.00   100.00       1.323780E-01      -1.791058E-02      -5.376228E-02       5.613301E-02
  144.00   100.00       1.237779E-01      -1.879175E-02      -4.551633E-02       5.236703E-02
  145.00   100.00       1.150039E-01      -2.065434E-02      -3.633535E-02       4.972008E-02
  146.00   100.00       1.064361E-01      -2.347297E-02      -2.669514E-02       4.833925E-02
  147.00   100.00       9.841298E-02      -2.710912E-02      -1.707234E-02       4.821381E-02
  148.00   100.00       9.120124E-02      -3.133703E-02      -7.895198E-03       4.919379E-02
  149.00   100.00       8.497716E-02      -3.587579E-02       4.932789E-04       5.102123E-02
  150.00   100.00       7.981339E-02      -4.041803E-02       7.859591E-03       5.336924E-02
  151.00   100.00       7.575252E-02      -4.467152E-02       1.407896E-02       5.588221E-02
  152.00   100.00       7.260139E-02      -4.837345E-02       1.914545E-02       5.820534E-02
  153.00   100.00       7.026327E-02      -5.132473E-02       2.314419E-02       6.003123E-02
  154.00   100.00       6.854693E-02      -5.338037E-02       2.623454E-02       6.110836E-02
  155.00   100.00       6.724309E-02      -5.446178E-02       2.862472E-02       6.125813E-02
  156.00   100.00       6.614354E-02      -5.455377E-02       3.054692E-02       6.037925E-02
  157.00   100.00       6.505696E-02      -5.369684E-02       3.223458E-02       5.844474E-02
  158.00   100.00       6.382049E-02      -5.197649E-02       3.390373E-02       5.549346E-02
  159.00   100.00       6.230703E-02      -4.951097E-02       3.573903E-02       5.161786E-02
  160.00   100.00       6.042847E-02      -4.643901E-02       3.788496E-02       4.695003E-02
  161.00   100.00       5.813550E-02      -4.290834E-02       4.044158E-02       4.164736E-02
  162.00   100.00       5.541472E-02      -3.906593E-02       4.346453E-02       3.587932E-02
  163.00   100.00       5.228382E-02      -3.505023E-02       4.696803E-02       2.981596E-02
  164.00   100.00       4.878575E-02      -3.098559E-02       5.093019E-02       2.361882E-02
  165.00   100.00       4.498242E-02      -2.697875E-02       5.529959E-02       1.743423E-02
  166.00   100.00       4.094419E-02      -2.311197E-02       6.000301E-02       1.138893E-02
  167.00   100.00       3.676002E-02      -1.946362E-02       6.495047E-02       5.588762E-03
  168.00   100.00       3.251118E-02      -1.607826E-02       7.004419E-02       1.165807E-04
  169.00   100.00       2.828040E-02      -1.298934E-02       7.518273E-02      -4.965285E-03
  170.00   100.00       2.414594E-02      -1.021627E-02       8.026589E-02      -9.613543E-03
  171.00   100.00       2.017955E-02      -7.766950E-03       8.519817E-02      -1.380141E-02
  172.00   100.00       1.644517E-02      -5.640380E-03       8.989132E-02      -1.751578E-02
  173.00   100.00       1.299834E-02      -3.829017E-03       9.426593E-02      -2.075440E-02
  174.00   100.00       9.886056E-03      -2.320941E-03       9.825231E-02      -2.352313E-02
  175.00   100.00       7.147058E-03      -1.101687E-03       1.017908E-01      -2.583348E-02
  176.00   100.00       4.814027E-03      -1.563013E-04       1.048413E-01      -2.770230E-02
  177.00   100.00       2.906636E-03       5.319471E-04       1.073434E-01      -2.914201E-02
  178.00   100.00       1.444960E-03       9.764356E-04       1.092758E-01      -3.017232E-02
  179.00   100.00       4.406088E-04       1.189841E-03       1.106150E-01      -3.080932E-02
  180.00   100.00      -9.999595E-05       1.182668E-03       1.113449E-01      -3.106727E-02
    0.00   105.00       2.323721E+00       1.411772E+00      -8.938741E-03      -5.061192E-03
    1.00   105.00       2.323267E+00       1.411297E+00      -8.955042E-03      -5.068817E-03
    2.00   105.00       2.320949E+00       1.410488E+00      -8.864261E-03      -5.453040E-03
    3.00   105.00       2.316774E+00       1.409347E+00      -8.669666E-03      -6.213867E-03
    4.00   105.00       2.310755E+00       1.407874E+00      -8.374710E-03      -7.348309E-03
    5.00   105.00       2.302991E+00       1.406007E+00      -7.983167E-03      -8.850541E-03
    6.00   105.00       2.293347E+00       1.403857E+00      -7.498062E-03      -1.071187E-02
    7.00   105.00       2.281925E+00       1.401348E+00      -6.923430E-03      -1.292098E-02
    8.00   105.00       2.268757E+00       1.398464E+00      -6.263228E-03      -1.546421E-02
    9.00   105.00       2.253879E+00       1.395187E+00      -5.521774E-03      -1.832567E-02
   10.00   105.00       2.237332E+00       1.391494E+00      -4.703900E-03      -2.148760E-02
   11.00   105.00       2.219164E+00       1.387362E+00      -3.815119E-03      -2.493061E-02
   12.00   105.00       2.199427E+00       1.382769E+00      -2.861778E-03      -2.863414E-02
   13.00   105.00       2.178182E+00       1.377689E+00      -1.851174E-03      -3.257682E-02
   14.00   105.00       2.155493E+00       1.372100E+00      -7.916070E-04      -3.673703E-02
   15.00   105.00       2.131433E+00       1.365983E+00       3.076595E-04      -4.109346E-02
   16.00   105.00       2.106085E+00       1.359300E+00       1.434301E-03      -4.562489E-02
   17.00   105.00       2.079517E+00       1.352078E+00       2.582802E-03      -5.031353E-02
   18.00   105.00       2.051825E+00       1.344290E+00       3.739882E-03      -5.514211E-02
   19.00   105.00       2.023098E+00       1.335937E+00       4.895925E-03      -6.009623E-02
   20.00   105.00       1.993427E+00       1.327029E+00       6.043035E-03      -6.516427E-02
   21.00   105.00       1.962899E+00       1.317582E+00       7.176133E-03      -7.033735E-02
   22.00   105.00       1.931600E+00       1.307623E+00       8.294156E-03      -7.560891E-02
   23.00   105.00       1.899609E+00       1.297183E+00       9.401249E-03      -8.097397E-02
   24.00   105.00       1.866995E+00       1.286303E+00       1.050780E-02      -8.642772E-02
   25.00   105.00       1.833816E+00       1.275024E+00       1.163112E-02      -9.196372E-02
   26.00   105.00       1.800117E+00       1.263385E+00       1.279562E-02      -9.757162E-02
   27.00   105.00       1.765933E+00       1.251422E+00       1.403217E-02      -1.032346E-01
   28.00   105.00       1.731284E+00       1.239161E+00       1.537653E-02      -1.089268E-01
   29.00   105.00       1.696186E+00       1.226615E+00       1.686679E-02      -1.146108E-01
   30.00   105.00       1.660645E+00       1.213822E+00       1.854341E-02      -1.202410E-01
   31.00   105.00       1.624658E+00       1.200683E+00       2.043258E-02      -1.257413E-01
   32.00   105.00       1.588260E+00       1.187169E+00       2.255198E-02      -1.310403E-01
   33.00   105.00       1.551490E+00       1.173275E+00       2.491280E-02      -1.360506E-01
   34.00   105.00       1.514401E+00       1.158912E+00       2.749398E-02      -1.406781E-01
   35.00   105.00       1.477071E+00       1.144020E+00       3.025433E-02      -1.448299E-01
   36.00   105.00       1.439600E+00       1.128544E+00       3.312711E-02      -1.484211E-01
   37.00   105.00       1.402108E+00       1.112446E+00       3.602136E-02      -1.513846E-01
   38.00   105.00       1.364727E+00       1.095709E+00       3.882636E-02      -1.536789E-01
   39.00   105.00       1.327593E+00       1.078341E+00       4.141937E-02      -1.552962E-01
   40.00   105.00       1.290842E+00       1.060378E+00       4.367631E-02      -1.562667E-01
   41.00   105.00       1.254595E+00       1.041881E+00       4.548444E-02      -1.566606E-01
   42.00   105.00       1.218926E+00       1.022972E+00       4.676008E-02      -1.565890E-01
   43.00   105.00       1.183937E+00       1.003659E+00       4.744755E-02      -1.561726E-01
   44.00   105.00       1.149672E+00       9.840808E-01       4.754483E-02      -1.555667E-01
   45.00   105.00       1.116146E+00       9.643300E-01       4.710023E-02      -1.549154E-01
   46.00   105.00       1.083349E+00       9.444795E-01       4.621095E-02      -1.543407E-01
   47.00   105.00       1.051252E+00       9.245760E-01       4.501304E-02      -1.539240E-01
   48.00   105.00       1.019825E+00       9.046334E-01       4.366440E-02      -1.536932E-01
   49.00   105.00       9.890478E-01       8.846347E-01       4.232250E-02      -1.536158E-01
   50.00   105.00       9.589305E-01       8.645414E-01       4.112026E-02      -1.536022E-01
   51.00   105.00       9.295201E-01       8.443108E-01       4.014417E-02      -1.535189E-01
   52.00   105.00       9.008411E-01       8.239289E-01       3.942296E-02      -1.532122E-01
   53.00   105.00       8.731047E-01       8.033705E-01       3.890969E-02      -1.525221E-01
   54.00   105.00       8.463837E-01       7.827254E-01       3.850376E-02      -1.513345E-01
   55.00   105.00       8.207651E-01       7.621122E-01       3.806141E-02      -1.495833E-01
   56.00   105.00       7.962836E-01       7.416867E-01       3.742259E-02      -1.472689E-01
   57.00   105.00       7.729057E-01       7.216131E-01       3.644028E-02      -1.444592E-01
   58.00   105.00       7.505303E-01       7.020301E-01       3.500737E-02      -1.412774E-01
   59.00   105.00       7.290064E-01       6.830214E-01       3.307559E-02      -1.378791E-01
   60.00   105.00       7.081630E-01       6.645984E-01       3.066282E-02      -1.344239E-01
   61.00   105.00       6.878001E-01       6.466767E-01       2.785771E-02      -1.310447E-01
   62.00   105.00       6.678885E-01       6.291383E-01       2.476053E-02      -1.278255E-01
   63.00   105.00       6.483562E-01       6.118302E-01       2.151276E-02      -1.247942E-01
   64.00   105.00       6.292424E-01       5.945911E-01       1.823129E-02      -1.219180E-01
   65.00   105.00       6.106600E-01       5.772943E-01       1.499185E-02      -1.191233E-01
   66.00   105.00       5.927772E-01       5.598793E-01       1.181553E-02      -1.163225E-01
   67.00   105.00       5.757833E-01       5.423758E-01       8.671113E-03      -1.134448E-01
   68.00   105.00       5.598448E-01       5.249114E-01       5.493632E-03      -1.104620E-01
   69.00   105.00       5.450218E-01       5.076509E-01       2.224590E-03      -1.073967E-01
   70.00   105.00       5.313790E-01       4.908908E-01      -1.194391E-03      -1.043223E-01
   71.00   105.00       5.187454E-01       4.748541E-01      -4.741178E-03      -1.013354E-01
   72.00   105.00       5.068813E-01       4.596932E-01      -8.342336E-03      -9.851886E-02
   73.00   105.00       4.954941E-01       4.454347E-01      -1.187822E-02      -9.590798E-02
   74.00   105.00       4.843091E-01       4.319667E-01      -1.521568E-02      -9.346775E-02
   75.00   105.00       4.731382E-01       4.190666E-01      -1.825032E-02      -9.109118E-02
   76.00   105.00       4.618902E-01       4.064254E-01      -2.093427E-02      -8.861501E-02
   77.00   105.00       4.507238E-01       3.938131E-01      -2.334160E-02      -8.588023E-02
   78.00   105.00       4.397805E-01       3.810641E-01      -2.560356E-02      -8.276181E-02
   79.00   105.00       4.292972E-01       3.681215E-01      -2.791933E-02      -7.922464E-02
   80.00   105.00       4.194952E-01       3.550558E-01      -3.049441E-02      -7.534512E-02
   81.00   105.00       4.105279E-01       3.420386E-01      -3.347978E-02      -7.130721E-02
   82.00   105.00       4.024443E-01       3.292993E-01      -3.691813E-02      -6.736573E-02
   83.00   105.00       3.951409E-01       3.170445E-01      -4.069938E-02      -6.377808E-02
   84.00   105.00       3.885191E-01       3.054650E-01      -4.462028E-02      -6.074342E-02
   85.00   105.00       3.822881E-01       2.946518E-01      -4.835080E-02      -5.832434E-02
   86.00   105.00       3.761823E-01       2.845526E-01      -5.156271E-02      -5.641340E-02
   87.00   105.00       3.699893E-01       2.749924E-01      -5.400690E-02      -5.474039E-02
   88.00   105.00       3.636112E-01       2.657148E-01      -5.559299E-02      -5.292683E-02
   89.00   105.00       3.570950E-01       2.564546E-01      -5.643307E-02      -5.057823E-02
   90.00   105.00       3.505857E-01       2.470033E-01      -5.682219E-02      -4.738576E-02
   91.00   105.00       3.444103E-01       2.372880E-01      -5.721500E-02      -4.323131E-02
   92.00   105.00       3.387716E-01       2.274244E-01      -5.805802E-02      -3.822726E-02
   93.00   105.00       3.338183E-01       2.176217E-01      -5.970922E-02      -3.270554E-02
   94.00   105.00       3.295590E-01       2.081425E-01      -6.232476E-02      -2.714681E-02
   95.00   105.00       3.258581E-01       1.992199E-01      -6.580440E-02      -2.206277E-02
   96.00   105.00       3.224757E-01       1.909880E-01      -6.980260E-02      -1.786340E-02
   97.00   105.00       3.191343E-01       1.834466E-01      -7.380569E-02      -1.474436E-02
   98.00   105.00       3.155723E-01       1.764191E-01      -7.724491E-02      -1.260517E-02
   99.00   105.00       3.117005E-01       1.697166E-01      -7.969074E-02      -1.112012E-02
  100.00   105.00       3.074776E-01       1.630667E-01      -8.090290E-02      -9.741495E-03
  101.00   105.00       3.030241E-01       1.562303E-01      -8.094819E-02      -7.874266E-03
  102.00   105.00       2.985660E-01       1.490623E-01      -8.018571E-02      -5.021304E-03
  103.00   105.00       2.943780E-01       1.415553E-01      -7.918704E-02      -9.190356E-04
  104.00   105.00       2.907109E-01       1.338554E-01      -7.859681E-02       4.382012E-03
  105.00   105.00       2.876890E-01       1.262086E-01      -7.895945E-02       1.052002E-02
  106.00   105.00       2.853586E-01       1.189422E-01      -8.061067E-02       1.688264E-02
  107.00   105.00       2.835196E-01       1.123768E-01      -8.352905E-02       2.277069E-02
  108.00   105.00       2.818493E-01       1.067008E-01      -8.736305E-02       2.756091E-02
  109.00   105.00       2.799545E-01       1.019266E-01      -9.149736E-02       3.086409E-02
  110.00   105.00       2.774697E-01       9.787181E-02      -9.519631E-02       3.262669E-02
  111.00   105.00       2.741535E-01       9.419410E-02      -9.777962E-02       3.315084E-02
  112.00   105.00       2.699420E-01       9.048788E-02      -9.878273E-02       3.303432E-02
  113.00   105.00       2.650093E-01       8.629226E-02      -9.808489E-02       3.301332E-02
  114.00   105.00       2.596914E-01       8.137149E-02      -9.592177E-02       3.380656E-02
  115.00   105.00       2.544173E-01       7.563717E-02      -9.284367E-02       3.593980E-02
  116.00   105.00       2.496120E-01       6.921726E-02      -8.958801E-02       3.962230E-02
  117.00   105.00       2.455958E-01       6.242924E-02      -8.691142E-02       4.469635E-02
  118.00   105.00       2.425093E-01       5.571045E-02      -8.541882E-02       5.067042E-02
  119.00   105.00       2.402778E-01       4.952269E-02      -8.542848E-02       5.682641E-02
  120.00   105.00       2.386214E-01       4.427733E-02      -8.689797E-02       6.237402E-02
  121.00   105.00       2.370997E-01       4.013736E-02      -8.944386E-02       6.662563E-02
  122.00   105.00       2.352453E-01       3.716236E-02      -9.241322E-02       6.912964E-02
  123.00   105.00       2.326034E-01       3.515782E-02      -9.502393E-02       6.976863E-02
  124.00   105.00       2.288442E-01       3.375122E-02      -9.652441E-02       6.877702E-02
  125.00   105.00       2.238276E-01       3.246306E-02      -9.634269E-02       6.668894E-02
  126.00   105.00       2.176295E-01       3.079750E-02      -9.419488E-02       6.422821E-02
  127.00   105.00       2.105284E-01       2.833485E-02      -9.013387E-02       6.216554E-02
  128.00   105.00       2.029535E-01       2.480827E-02      -8.453183E-02       6.117243E-02
  129.00   105.00       1.954078E-01       2.017498E-02      -7.800168E-02       6.169614E-02
